id,name,created_at,updated_at
414,Neko,2020-03-20 14:28:23,2020-03-20 14:30:23
415,Nemerle,2020-03-20 14:28:23,2020-03-20 14:30:23
416,nesC,2020-03-20 14:28:23,2020-03-20 14:30:23
417,NESL,2020-03-20 14:28:23,2020-03-20 14:30:23
418,Net.Data,2020-03-20 14:28:23,2020-03-20 14:30:23
419,NetLogo,2020-03-20 14:28:23,2020-03-20 14:30:23
420,NetRexx,2020-03-20 14:28:23,2020-03-20 14:30:23
421,NewLISP,2020-03-20 14:28:23,2020-03-20 14:30:23
422,NEWP,2020-03-20 14:28:23,2020-03-20 14:30:23
423,Newspeak,2020-03-20 14:28:23,2020-03-20 14:30:23
424,NewtonScript,2020-03-20 14:28:23,2020-03-20 14:30:23
425,NGL,2020-03-20 14:28:23,2020-03-20 14:30:23
426,Nial,2020-03-20 14:28:23,2020-03-20 14:30:23
427,Nice,2020-03-20 14:28:23,2020-03-20 14:30:23
428,Nickle,2020-03-20 14:28:23,2020-03-20 14:30:23
429,Nim,2020-03-20 14:28:23,2020-03-20 14:30:23
430,NPL,2020-03-20 14:28:23,2020-03-20 14:30:23
431,Not eXactly C (NXC),2020-03-20 14:28:23,2020-03-20 14:30:23
432,Not Quite C (NQC),2020-03-20 14:28:23,2020-03-20 14:30:23
433,NSIS,2020-03-20 14:28:23,2020-03-20 14:30:23
434,Nu,2020-03-20 14:28:23,2020-03-20 14:30:23
435,NWScript,2020-03-20 14:28:23,2020-03-20 14:30:23
436,NXT-G,2020-03-20 14:28:23,2020-03-20 14:30:23
437,o:XML,2020-03-20 14:28:23,2020-03-20 14:30:23
438,Oak,2020-03-20 14:28:23,2020-03-20 14:30:23
439,Oberon,2020-03-20 14:28:23,2020-03-20 14:30:23
440,OBJ2,2020-03-20 14:28:23,2020-03-20 14:30:23
441,Object Lisp,2020-03-20 14:28:23,2020-03-20 14:30:23
442,ObjectLOGO,2020-03-20 14:28:23,2020-03-20 14:30:23
443,Object REXX,2020-03-20 14:28:23,2020-03-20 14:30:23
444,Object Pascal,2020-03-20 14:28:23,2020-03-20 14:30:23
445,Objective-C,2020-03-20 14:28:23,2020-03-20 14:30:23
446,Objective-J,2020-03-20 14:28:23,2020-03-20 14:30:23
447,Obliq,2020-03-20 14:28:23,2020-03-20 14:30:23
448,OCaml,2020-03-20 14:28:23,2020-03-20 14:30:23
449,occam,2020-03-20 14:28:23,2020-03-20 14:30:23
450,occam-π,2020-03-20 14:28:23,2020-03-20 14:30:23
451,Octave,2020-03-20 14:28:23,2020-03-20 14:30:23
452,OmniMark,2020-03-20 14:28:23,2020-03-20 14:30:23
453,Onyx,2020-03-20 14:28:23,2020-03-20 14:30:23
454,Opa,2020-03-20 14:28:23,2020-03-20 14:30:23
455,Opal,2020-03-20 14:28:23,2020-03-20 14:30:23
456,OpenCL,2020-03-20 14:28:23,2020-03-20 14:30:23
457,OpenEdge ABL,2020-03-20 14:28:23,2020-03-20 14:30:23
458,OPL,2020-03-20 14:28:23,2020-03-20 14:30:23
459,OPS5,2020-03-20 14:28:23,2020-03-20 14:30:23
460,OptimJ,2020-03-20 14:28:23,2020-03-20 14:30:23
461,Orc,2020-03-20 14:28:23,2020-03-20 14:30:23
462,ORCA/Modula-2,2020-03-20 14:28:23,2020-03-20 14:30:23
463,Oriel,2020-03-20 14:28:23,2020-03-20 14:30:23
464,Orwell,2020-03-20 14:28:23,2020-03-20 14:30:23
465,Oxygene,2020-03-20 14:28:23,2020-03-20 14:30:23
466,Oz,2020-03-20 14:28:23,2020-03-20 14:30:23
467,P′′,2020-03-20 14:28:23,2020-03-20 14:30:23
468,P#,2020-03-20 14:28:23,2020-03-20 14:30:23
469,ParaSail (programming language),2020-03-20 14:28:23,2020-03-20 14:30:23
470,PARI/GP,2020-03-20 14:28:23,2020-03-20 14:30:23
471,Pascal – ISO 7185,2020-03-20 14:28:23,2020-03-20 14:30:23
472,PCASTL,2020-03-20 14:28:23,2020-03-20 14:30:23
473,PCF,2020-03-20 14:28:23,2020-03-20 14:30:23
474,PEARL,2020-03-20 14:28:23,2020-03-20 14:30:23
475,PeopleCode,2020-03-20 14:28:23,2020-03-20 14:30:23
476,Perl,2020-03-20 14:28:23,2020-03-20 14:30:23
477,PDL,2020-03-20 14:28:23,2020-03-20 14:30:23
478,Perl6,2020-03-20 14:28:23,2020-03-20 14:30:23
479,Pharo,2020-03-20 14:28:23,2020-03-20 14:30:23
480,PHP,2020-03-20 14:28:23,2020-03-20 14:30:23
481,Phrogram,2020-03-20 14:28:23,2020-03-20 14:30:23
482,Pico,2020-03-20 14:28:23,2020-03-20 14:30:23
483,Picolisp,2020-03-20 14:28:23,2020-03-20 14:30:23
484,Pict,2020-03-20 14:28:23,2020-03-20 14:30:23
485,Pike,2020-03-20 14:28:23,2020-03-20 14:30:23
486,PIKT,2020-03-20 14:28:23,2020-03-20 14:30:23
487,PILOT,2020-03-20 14:28:23,2020-03-20 14:30:23
488,Pipelines,2020-03-20 14:28:23,2020-03-20 14:30:23
489,Pizza,2020-03-20 14:28:23,2020-03-20 14:30:23
490,PL-11,2020-03-20 14:28:23,2020-03-20 14:30:23
491,PL/0,2020-03-20 14:28:23,2020-03-20 14:30:23
492,PL/B,2020-03-20 14:28:23,2020-03-20 14:30:23
493,PL/C,2020-03-20 14:28:23,2020-03-20 14:30:23
494,PL/I – ISO 6160,2020-03-20 14:28:23,2020-03-20 14:30:23
495,PL/M,2020-03-20 14:28:23,2020-03-20 14:30:23
496,PL/P,2020-03-20 14:28:23,2020-03-20 14:30:23
497,PL/SQL,2020-03-20 14:28:23,2020-03-20 14:30:23
498,PL360,2020-03-20 14:28:23,2020-03-20 14:30:23
499,PLANC,2020-03-20 14:28:23,2020-03-20 14:30:23
500,Plankalkül,2020-03-20 14:28:23,2020-03-20 14:30:23
501,Planner,2020-03-20 14:28:23,2020-03-20 14:30:23
502,PLEX,2020-03-20 14:28:23,2020-03-20 14:30:23
503,PLEXIL,2020-03-20 14:28:23,2020-03-20 14:30:23
504,Plus,2020-03-20 14:28:23,2020-03-20 14:30:23
505,POP-11,2020-03-20 14:28:23,2020-03-20 14:30:23
506,PostScript,2020-03-20 14:28:23,2020-03-20 14:30:23
507,PortablE,2020-03-20 14:28:23,2020-03-20 14:30:23
508,Powerhouse,2020-03-20 14:28:23,2020-03-20 14:30:23
509,PowerBuilder – 4GL GUI applcation generator from Sybase,2020-03-20 14:28:23,2020-03-20 14:30:23
510,PowerShell,2020-03-20 14:28:23,2020-03-20 14:30:23
511,PPL,2020-03-20 14:28:23,2020-03-20 14:30:23
512,Processing,2020-03-20 14:28:23,2020-03-20 14:30:23
513,Processing.js,2020-03-20 14:28:23,2020-03-20 14:30:23
514,Prograph,2020-03-20 14:28:23,2020-03-20 14:30:23
515,PROIV,2020-03-20 14:28:23,2020-03-20 14:30:23
516,Prolog,2020-03-20 14:28:23,2020-03-20 14:30:23
517,PROMAL,2020-03-20 14:28:23,2020-03-20 14:30:23
518,Promela,2020-03-20 14:28:23,2020-03-20 14:30:23
519,PROSE modeling language,2020-03-20 14:28:23,2020-03-20 14:30:23
520,PROTEL,2020-03-20 14:28:23,2020-03-20 14:30:23
521,ProvideX,2020-03-20 14:28:23,2020-03-20 14:30:23
522,Pro*C,2020-03-20 14:28:23,2020-03-20 14:30:23
523,Pure,2020-03-20 14:28:23,2020-03-20 14:30:23
524,Python,2020-03-20 14:28:23,2020-03-20 14:30:23
525,Q (equational programming language),2020-03-20 14:28:23,2020-03-20 14:30:23
526,Q (programming language from Kx Systems),2020-03-20 14:28:23,2020-03-20 14:30:23
527,Qalb,2020-03-20 14:28:23,2020-03-20 14:30:23
528,QtScript,2020-03-20 14:28:23,2020-03-20 14:30:23
529,QuakeC,2020-03-20 14:28:23,2020-03-20 14:30:23
530,QPL,2020-03-20 14:28:23,2020-03-20 14:30:23
531,R,2020-03-20 14:28:23,2020-03-20 14:30:23
532,R++,2020-03-20 14:28:23,2020-03-20 14:30:23
533,Racket,2020-03-20 14:28:23,2020-03-20 14:30:23
534,RAPID,2020-03-20 14:28:23,2020-03-20 14:30:23
535,Rapira,2020-03-20 14:28:23,2020-03-20 14:30:23
536,Ratfiv,2020-03-20 14:28:23,2020-03-20 14:30:23
537,Ratfor,2020-03-20 14:28:23,2020-03-20 14:30:23
538,rc,2020-03-20 14:28:23,2020-03-20 14:30:23
539,REBOL,2020-03-20 14:28:23,2020-03-20 14:30:23
540,Red,2020-03-20 14:28:23,2020-03-20 14:30:23
541,Redcode,2020-03-20 14:28:23,2020-03-20 14:30:23
542,REFAL,2020-03-20 14:28:23,2020-03-20 14:30:23
543,Reia,2020-03-20 14:28:23,2020-03-20 14:30:23
544,Revolution,2020-03-20 14:28:23,2020-03-20 14:30:23
545,REXX,2020-03-20 14:28:23,2020-03-20 14:30:23
546,Rlab,2020-03-20 14:28:23,2020-03-20 14:30:23
547,ROOP,2020-03-20 14:28:23,2020-03-20 14:30:23
548,RPG,2020-03-20 14:28:23,2020-03-20 14:30:23
549,RPL,2020-03-20 14:28:23,2020-03-20 14:30:23
550,RSL,2020-03-20 14:28:23,2020-03-20 14:30:23
551,RTL/2,2020-03-20 14:28:23,2020-03-20 14:30:23
552,Ruby,2020-03-20 14:28:23,2020-03-20 14:30:23
553,RuneScript,2020-03-20 14:28:23,2020-03-20 14:30:23
554,Rust,2020-03-20 14:28:23,2020-03-20 14:30:23
555,S,2020-03-20 14:28:23,2020-03-20 14:30:23
556,S2,2020-03-20 14:28:23,2020-03-20 14:30:23
557,S3,2020-03-20 14:28:23,2020-03-20 14:30:23
558,S-Lang,2020-03-20 14:28:23,2020-03-20 14:30:23
559,S-PLUS,2020-03-20 14:28:23,2020-03-20 14:30:23
560,SA-C,2020-03-20 14:28:23,2020-03-20 14:30:23
561,SabreTalk,2020-03-20 14:28:23,2020-03-20 14:30:23
562,SAIL,2020-03-20 14:28:23,2020-03-20 14:30:23
563,SALSA,2020-03-20 14:28:23,2020-03-20 14:30:23
564,SAM76,2020-03-20 14:28:23,2020-03-20 14:30:23
565,SAS,2020-03-20 14:28:23,2020-03-20 14:30:23
566,SASL,2020-03-20 14:28:23,2020-03-20 14:30:23
567,Sather,2020-03-20 14:28:23,2020-03-20 14:30:23
568,Sawzall,2020-03-20 14:28:23,2020-03-20 14:30:23
569,SBL,2020-03-20 14:28:23,2020-03-20 14:30:23
570,Scala,2020-03-20 14:28:23,2020-03-20 14:30:23
571,Scheme,2020-03-20 14:28:23,2020-03-20 14:30:23
572,Scilab,2020-03-20 14:28:23,2020-03-20 14:30:23
573,Scratch,2020-03-20 14:28:23,2020-03-20 14:30:23
574,Script.NET,2020-03-20 14:28:23,2020-03-20 14:30:23
575,Sed,2020-03-20 14:28:23,2020-03-20 14:30:23
576,Seed7,2020-03-20 14:28:23,2020-03-20 14:30:23
577,Self,2020-03-20 14:28:23,2020-03-20 14:30:23
578,SenseTalk,2020-03-20 14:28:23,2020-03-20 14:30:23
579,SequenceL,2020-03-20 14:28:23,2020-03-20 14:30:23
580,SETL,2020-03-20 14:28:23,2020-03-20 14:30:23
581,SIMPOL,2020-03-20 14:28:23,2020-03-20 14:30:23
582,SIGNAL,2020-03-20 14:28:23,2020-03-20 14:30:23
583,SiMPLE,2020-03-20 14:28:23,2020-03-20 14:30:23
584,SIMSCRIPT,2020-03-20 14:28:23,2020-03-20 14:30:23
585,Simula,2020-03-20 14:28:23,2020-03-20 14:30:23
586,Simulink,2020-03-20 14:28:23,2020-03-20 14:30:23
587,SISAL,2020-03-20 14:28:23,2020-03-20 14:30:23
588,SLIP,2020-03-20 14:28:23,2020-03-20 14:30:23
589,SMALL,2020-03-20 14:28:23,2020-03-20 14:30:23
590,Smalltalk,2020-03-20 14:28:23,2020-03-20 14:30:23
591,Small Basic,2020-03-20 14:28:23,2020-03-20 14:30:23
592,SML,2020-03-20 14:28:23,2020-03-20 14:30:23
593,Snap!,2020-03-20 14:28:23,2020-03-20 14:30:23
594,SNOBOL (,2020-03-20 14:28:23,2020-03-20 14:30:23
595,SPITBOL ),2020-03-20 14:28:23,2020-03-20 14:30:23
596,Snowball,2020-03-20 14:28:23,2020-03-20 14:30:23
597,SOL,2020-03-20 14:28:23,2020-03-20 14:30:23
598,Span,2020-03-20 14:28:23,2020-03-20 14:30:23
599,SPARK,2020-03-20 14:28:23,2020-03-20 14:30:23
600,Speedcode,2020-03-20 14:28:23,2020-03-20 14:30:23
601,SPIN,2020-03-20 14:28:23,2020-03-20 14:30:23
602,SP/k,2020-03-20 14:28:23,2020-03-20 14:30:23
603,SPS,2020-03-20 14:28:23,2020-03-20 14:30:23
604,SQR,2020-03-20 14:28:23,2020-03-20 14:30:23
605,Squeak,2020-03-20 14:28:23,2020-03-20 14:30:23
606,Squirrel,2020-03-20 14:28:23,2020-03-20 14:30:23
607,SR,2020-03-20 14:28:23,2020-03-20 14:30:23
608,S/SL,2020-03-20 14:28:23,2020-03-20 14:30:23
609,Stackless Python,2020-03-20 14:28:23,2020-03-20 14:30:23
610,Starlogo,2020-03-20 14:28:23,2020-03-20 14:30:23
611,Strand,2020-03-20 14:28:23,2020-03-20 14:30:23
612,Stata,2020-03-20 14:28:23,2020-03-20 14:30:23
613,Stateflow,2020-03-20 14:28:23,2020-03-20 14:30:23
614,Subtext,2020-03-20 14:28:23,2020-03-20 14:30:23
615,SuperCollider,2020-03-20 14:28:23,2020-03-20 14:30:23
616,SuperTalk,2020-03-20 14:28:23,2020-03-20 14:30:23
617,Swift (Apple programming language),2020-03-20 14:28:23,2020-03-20 14:30:23
618,Swift (parallel scripting language),2020-03-20 14:28:23,2020-03-20 14:30:23
619,SYMPL,2020-03-20 14:28:23,2020-03-20 14:30:23
620,SyncCharts,2020-03-20 14:28:23,2020-03-20 14:30:23
621,SystemVerilog,2020-03-20 14:28:23,2020-03-20 14:30:23
622,T,2020-03-20 14:28:23,2020-03-20 14:30:23
623,TACL,2020-03-20 14:28:23,2020-03-20 14:30:23
624,TACPOL,2020-03-20 14:28:23,2020-03-20 14:30:23
625,TADS,2020-03-20 14:28:23,2020-03-20 14:30:23
626,TAL,2020-03-20 14:28:23,2020-03-20 14:30:23
627,Tcl,2020-03-20 14:28:23,2020-03-20 14:30:23
628,Tea,2020-03-20 14:28:23,2020-03-20 14:30:23
629,TECO,2020-03-20 14:28:23,2020-03-20 14:30:23
630,TELCOMP,2020-03-20 14:28:23,2020-03-20 14:30:23
631,TeX,2020-03-20 14:28:23,2020-03-20 14:30:23
632,TEX,2020-03-20 14:28:23,2020-03-20 14:30:23
633,TIE,2020-03-20 14:28:23,2020-03-20 14:30:23
634,Timber,2020-03-20 14:28:23,2020-03-20 14:30:23
635,"TMG , compiler-compiler",2020-03-20 14:28:23,2020-03-20 14:30:23
636,Tom,2020-03-20 14:28:23,2020-03-20 14:30:23
637,TOM,2020-03-20 14:28:23,2020-03-20 14:30:23
638,TouchDevelop,2020-03-20 14:28:23,2020-03-20 14:30:23
639,Topspeed,2020-03-20 14:28:23,2020-03-20 14:30:23
640,TPU,2020-03-20 14:28:23,2020-03-20 14:30:23
641,Trac,2020-03-20 14:28:23,2020-03-20 14:30:23
642,TTM,2020-03-20 14:28:23,2020-03-20 14:30:23
643,T-SQL,2020-03-20 14:28:23,2020-03-20 14:30:23
644,TTCN,2020-03-20 14:28:23,2020-03-20 14:30:23
645,Turing,2020-03-20 14:28:23,2020-03-20 14:30:23
646,TUTOR,2020-03-20 14:28:23,2020-03-20 14:30:23
647,TXL,2020-03-20 14:28:23,2020-03-20 14:30:23
648,TypeScript,2020-03-20 14:28:23,2020-03-20 14:30:23
649,Turbo C++,2020-03-20 14:28:23,2020-03-20 14:30:23
650,Ubercode,2020-03-20 14:28:23,2020-03-20 14:30:23
651,UCSD Pascal,2020-03-20 14:28:23,2020-03-20 14:30:23
652,Umple,2020-03-20 14:28:23,2020-03-20 14:30:23
653,Unicon,2020-03-20 14:28:23,2020-03-20 14:30:23
654,Uniface,2020-03-20 14:28:23,2020-03-20 14:30:23
655,UNITY,2020-03-20 14:28:23,2020-03-20 14:30:23
656,Unix shell,2020-03-20 14:28:23,2020-03-20 14:30:23
657,UnrealScript,2020-03-20 14:28:23,2020-03-20 14:30:23
658,Vala,2020-03-20 14:28:23,2020-03-20 14:30:23
659,Visual DataFlex,2020-03-20 14:28:23,2020-03-20 14:30:23
660,Visual DialogScript,2020-03-20 14:28:23,2020-03-20 14:30:23
661,Visual Fortran,2020-03-20 14:28:23,2020-03-20 14:30:23
662,Visual FoxPro,2020-03-20 14:28:23,2020-03-20 14:30:23
663,Visual J++,2020-03-20 14:28:23,2020-03-20 14:30:23
664,Visual J#,2020-03-20 14:28:23,2020-03-20 14:30:23
665,Visual Objects,2020-03-20 14:28:23,2020-03-20 14:30:23
666,Visual Prolog,2020-03-20 14:28:23,2020-03-20 14:30:23
667,VSXu,2020-03-20 14:28:23,2020-03-20 14:30:23
668,vvvv,2020-03-20 14:28:23,2020-03-20 14:30:23
669,"WATFIV, WATFOR",2020-03-20 14:28:23,2020-03-20 14:30:23
670,WebDNA,2020-03-20 14:28:23,2020-03-20 14:30:23
671,WebQL,2020-03-20 14:28:23,2020-03-20 14:30:23
672,Whiley,2020-03-20 14:28:23,2020-03-20 14:30:23
673,Windows PowerShell,2020-03-20 14:28:23,2020-03-20 14:30:23
674,Winbatch,2020-03-20 14:28:23,2020-03-20 14:30:23
675,Wolfram Language,2020-03-20 14:28:23,2020-03-20 14:30:23
676,Wyvern,2020-03-20 14:28:23,2020-03-20 14:30:23
677,X++,2020-03-20 14:28:23,2020-03-20 14:30:23
678,X#,2020-03-20 14:28:23,2020-03-20 14:30:23
679,X10,2020-03-20 14:28:23,2020-03-20 14:30:23
680,XBL,2020-03-20 14:28:23,2020-03-20 14:30:23
681,XC (exploits,2020-03-20 14:28:23,2020-03-20 14:30:23
682,XMOS architecture ),2020-03-20 14:28:23,2020-03-20 14:30:23
683,xHarbour,2020-03-20 14:28:23,2020-03-20 14:30:23
684,XL,2020-03-20 14:28:23,2020-03-20 14:30:23
685,Xojo,2020-03-20 14:28:23,2020-03-20 14:30:23
686,XOTcl,2020-03-20 14:28:23,2020-03-20 14:30:23
687,XPL,2020-03-20 14:28:23,2020-03-20 14:30:23
688,XPL0,2020-03-20 14:28:23,2020-03-20 14:30:23
689,XQuery,2020-03-20 14:28:23,2020-03-20 14:30:23
690,XSB,2020-03-20 14:28:23,2020-03-20 14:30:23
691,XSLT – see,2020-03-20 14:28:23,2020-03-20 14:30:23
692,XPath,2020-03-20 14:28:23,2020-03-20 14:30:23
693,Xtend,2020-03-20 14:28:23,2020-03-20 14:30:23
694,Yorick,2020-03-20 14:28:23,2020-03-20 14:30:23
695,YQL,2020-03-20 14:28:23,2020-03-20 14:30:23
696,Z notation,2020-03-20 14:28:23,2020-03-20 14:30:23
697,Zeno,2020-03-20 14:28:23,2020-03-20 14:30:23
698,ZOPL,2020-03-20 14:28:23,2020-03-20 14:30:23
699,Zsh,2020-03-20 14:28:23,2020-03-20 14:30:23
700,ZPL,2020-03-20 14:28:23,2020-03-20 14:30:23
